age,annual_income,monthly_debt,requested_loan,loan_term_months,max_loan,approved
21,49998,607,18538,36,50706,0
25,23095,688,15137,24,13790,1
31,33723,567,13502,24,22010,1
64,27964,561,11087,36,25051,1
52,15694,517,5857,36,12515,1
38,44899,669,8105,24,32882,1
35,18904,342,2987,36,17830,0
20,34076,542,4441,48,42174,1
38,62144,122,4790,48,89546,1
50,49717,395,2593,48,67949,1
68,24085,374,8052,60,39889,0
43,48273,46,18937,24,30083,1
32,41579,414,13601,60,67203,0
69,75619,142,2378,48,90000,1
73,26899,557,10119,24,16813,1
39,41853,263,10114,36,44738,1
40,38958,278,6541,24,24785,0
26,60329,645,9343,60,90000,1
74,63882,145,16737,60,90000,1
71,25074,1295,10518,36,16071,1
59,46040,1123,11947,12,13563,1
57,31263,830,43140,48,34274,1
63,21420,223,7000,36,19128,1
40,46116,775,1599,24,29408,1
33,34279,510,18051,36,32172,1
32,50353,332,12551,36,50390,1
51,26880,488,10587,36,24288,1
67,55350,1120,7785,24,34666,1
27,48599,532,6238,60,76858,1
72,20706,685,4628,48,21020,1
22,35511,474,35796,24,22296,1
58,27126,300,8812,48,33077,1
63,30776,213,9252,36,32428,1
27,30689,740,16601,48,34419,1
34,38870,664,11684,24,27581,1
41,41433,115,7176,36,38824,1
73,33127,927,10669,48,32271,1
56,21575,1030,22350,24,10656,1
41,75312,739,15732,60,90000,1
29,21113,365,8175,36,19188,1
26,31040,845,23427,24,18862,0
29,19162,689,7810,60,21007,0
48,41230,382,30691,36,40727,1
57,25225,270,6446,24,18659,1
35,39152,512,10536,24,26027,1
74,66338,271,11860,12,19113,1
34,68770,678,8761,24,45715,1
30,24889,209,6787,60,41667,1
40,31850,1172,5795,48,30113,1
61,26776,232,12516,36,25278,0
74,28966,319,7990,48,37169,1
47,44791,106,15716,48,61992,1
41,44861,96,6233,60,80523,1
36,27774,771,47289,24,15041,1
21,54853,164,6043,24,34417,1
57,36044,360,15255,36,34224,1
47,25824,556,12224,24,14269,1
22,23428,698,13031,36,20145,1
38,68955,220,17460,36,75188,0
37,35551,466,16230,36,33988,0
30,25632,642,8190,36,20953,1
57,26657,500,5678,48,32678,1
40,18965,711,15744,36,16123,1
62,25308,392,10250,60,39546,1
26,41783,176,12307,12,13566,1
30,31102,799,11947,12,8314,0
20,33088,557,13589,24,20562,1
26,26161,146,5417,60,46277,1
23,68929,136,5481,36,76206,1
26,47411,2018,7061,72,66976,1
23,24302,376,11072,60,39430,1
68,55742,676,12692,24,37656,1
18,66535,465,13259,60,90000,1
41,31513,491,5969,36,28661,1
62,40032,243,9486,60,70924,1
73,29819,335,10547,72,58895,1
62,28863,590,11100,48,36889,1
45,24998,906,6972,48,24804,0
32,46757,790,7500,36,43492,1
51,68180,547,7948,72,90000,1
33,35957,426,10657,60,54452,1
50,23105,291,6357,24,14330,1
31,58878,423,14664,36,59528,1
46,22042,801,22625,48,22688,1
61,30574,1306,16563,48,27896,1
27,33815,483,17393,36,33670,1
71,24465,324,17506,24,11658,0
19,27529,337,9664,24,17181,1
23,48869,333,21190,48,64505,1
47,27461,587,24921,24,13996,0
59,30835,333,8963,72,60631,1
62,24286,230,23191,24,17330,0
69,63433,798,10902,36,61472,1
19,35979,746,12765,60,54520,0
46,60492,386,4497,36,63783,1
33,35003,1459,12941,72,50748,0
54,14706,588,22460,24,11864,1
35,28661,406,6821,72,53067,1
42,17003,1129,14228,60,14860,1
75,40411,284,6329,72,80617,0
47,50042,116,15327,60,88267,1
