age,annual_income,monthly_debt,property_price,deposit_amount,requested_loan,mortgage_term_years,ltv,max_borrow_amount,risk_band,approved
42,40252,1220,199136,34796,164340,25,82.5,160650,Medium,0
49,25823,301,291007,78399,212608,25,73.1,86875,Medium,0
35,52230,598,263379,53247,210132,30,79.8,247675,Low,1
67,31915,594,266199,70696,195503,25,73.4,138098,Medium,0
20,40567,341,223175,67720,155455,15,69.7,174143,Low,1
63,24688,137,144025,39125,104900,25,72.8,93539,Low,0
65,31006,803,248057,46606,201451,30,81.2,115527,High,0
51,71151,254,259065,41536,217529,35,84.0,267987,Low,1
62,53540,668,130790,26642,104148,25,79.6,214592,Low,1
24,42759,736,211965,61590,150375,30,70.9,178579,Low,1
51,59787,173,264369,39595,224774,30,85.0,289465,Low,1
49,35192,437,236415,65850,170565,25,72.1,148749,Low,1
70,61315,638,162831,32589,130242,25,80.0,270997,Low,1
72,15872,558,120000,36677,83323,35,69.4,68539,Medium,0
69,30602,495,214647,67690,146957,30,68.5,144426,Low,1
19,87862,674,224595,55037,169558,25,75.5,303706,Low,1
51,73607,586,212962,75996,136966,15,64.3,368704,Low,1
62,35098,148,200425,49542,150883,30,75.3,136046,Low,1
43,32826,1358,120000,18787,101213,30,84.3,150464,Low,1
28,59642,675,264548,30545,234003,35,88.5,211819,Medium,1
37,32131,304,245354,34907,210447,15,85.8,137420,Medium,1
68,35388,963,345413,93586,251827,30,72.9,196362,Medium,1
41,53764,1124,146465,16820,129645,15,88.5,253273,Low,1
51,39533,189,262184,33967,228217,25,87.0,164453,Medium,1
70,61677,376,181462,32741,148721,35,82.0,299581,Low,1
61,37141,670,136825,34242,102583,30,75.0,138782,Low,1
24,21965,128,139860,18815,121045,25,86.5,89246,Medium,1
24,26384,548,153587,53819,99768,20,65.0,106898,Low,1
65,14000,578,172700,69111,103589,20,60.0,57132,Medium,1
56,16509,727,175099,22338,152761,30,87.2,70292,High,0
37,37240,553,181086,16462,164624,30,90.9,143499,Medium,1
67,34973,188,207227,46463,160764,15,77.6,145904,Low,1
62,39838,243,175851,26905,148946,35,84.7,172525,Low,1
49,91390,1648,120000,8020,111980,30,93.3,406763,Low,1
25,22370,1097,158331,20647,137684,30,87.0,79655,High,0
43,34466,282,137690,49289,88401,15,64.2,131989,Low,1
47,59490,1419,248441,68459,179982,25,72.4,296033,Low,1
55,80089,1009,189615,41704,147911,30,78.0,336815,Low,1
66,52657,265,156286,37490,118796,20,76.0,251194,Low,1
25,27203,1115,182887,38294,144593,30,79.1,107080,High,0
58,32514,213,162399,39165,123234,25,75.9,142828,Low,1
51,26810,55,138944,15150,123794,25,89.1,90026,Medium,0
40,16084,887,227498,27179,200319,30,88.1,60431,High,0
64,32347,197,192960,58790,134170,25,69.5,148032,Low,1
19,37556,1381,128474,45028,83446,25,65.0,120600,Low,1
70,24330,629,120000,32901,87099,30,72.6,92192,Medium,0
28,33012,826,127357,14066,113291,25,89.0,136418,Low,1
34,59990,281,202700,31248,171452,30,84.6,204780,Low,1
21,53495,290,192005,23330,168675,30,87.8,247248,Low,1
50,43518,690,220634,16301,204333,20,92.6,178707,Medium,0
68,40746,0,374396,66818,307578,20,82.2,146518,Medium,1
62,43868,394,205924,35347,170577,20,82.8,195170,Low,0
74,43445,842,186708,21841,164867,30,88.3,215386,Low,1
57,20815,226,278102,25433,252669,30,90.9,81673,High,0
55,50986,1170,202382,37335,165047,30,81.6,188413,Medium,0
67,27092,213,216283,30773,185510,25,85.8,94869,High,0
43,56784,679,261973,45027,216946,30,82.8,306856,Low,1
25,63099,435,196815,41889,154926,30,78.7,255053,Low,1
55,36138,956,177197,26098,151099,25,85.3,149532,Medium,1
74,57112,0,219900,32113,187787,35,85.4,212905,Low,1
37,33067,338,228261,54047,174214,20,76.3,159698,Low,1
30,37378,235,241014,52634,188380,35,78.2,145138,Low,0
26,40708,418,120000,16644,103356,30,86.1,162797,Low,1
52,19475,673,187308,45327,141981,30,75.8,82932,High,1
26,40411,662,121786,9528,112258,30,92.2,174119,Low,1
64,52894,243,120000,18573,101427,30,84.5,229844,Low,1
19,34873,48,152960,17356,135604,25,88.7,147244,Low,1
52,43835,837,256810,42477,214333,25,83.5,191173,Medium,1
56,36072,386,120000,30104,89896,35,74.9,160297,Low,1
39,35158,559,212013,32804,179209,30,84.5,156077,Medium,1
61,37814,902,120000,12166,107834,30,89.9,152376,Low,1
20,31569,235,210518,25249,185269,20,88.0,130901,Medium,0
65,46697,698,297318,66825,230493,15,77.5,211869,Low,1
38,77972,318,248426,62988,185438,20,74.6,329257,Low,1
52,61948,713,222631,31056,191575,30,86.1,273663,Low,1
52,30025,450,196533,20239,176294,20,89.7,123830,Medium,0
57,42918,227,146750,23215,123535,25,84.2,137861,Low,1
28,27411,311,218510,53383,165127,20,75.6,147851,Low,1
44,22629,420,190472,71725,118747,25,62.3,93570,Low,1
47,48244,972,247271,79650,167621,20,67.8,204618,Low,0
67,103312,429,245807,34618,211189,35,85.9,517704,Low,1
45,38562,106,282170,30950,251220,15,89.0,158948,Medium,0
39,52316,505,299288,69908,229380,25,76.6,205358,Low,1
25,60630,476,159353,13875,145478,25,91.3,264706,Low,1
67,55751,763,196278,32865,163413,25,83.3,221911,Low,1
19,56375,204,254480,69649,184831,35,72.6,249961,Low,1
74,47494,130,279243,40266,238977,25,85.6,238395,Low,1
73,41816,312,134860,26513,108347,15,80.3,192978,Low,1
19,20242,1545,179713,21876,157837,20,87.8,77217,High,0
20,21405,199,145149,21891,123258,25,84.9,105750,Medium,0
36,79758,0,135780,20005,115775,20,85.3,336016,Low,1
35,41350,470,167778,42733,125045,20,74.5,196215,Low,1
71,35271,502,251117,59848,191269,25,76.2,156979,Medium,0
70,70286,222,127391,9860,117531,25,92.3,276252,Low,1
59,65090,577,246376,42255,204121,25,82.8,311239,Low,1
48,44011,574,165870,40929,124941,30,75.3,196977,Low,1
30,45372,834,158737,32897,125840,30,79.3,231924,Low,1
53,22384,451,251386,38571,212815,35,84.7,113557,High,0
43,26783,343,399115,24528,374587,20,93.9,110642,High,0
48,26275,1360,199778,27403,172375,25,86.3,122466,High,0
33,35435,457,207712,39757,167955,15,80.9,159206,Low,1
58,43543,685,124485,11663,112822,20,90.6,195579,Low,1
46,64201,1301,169353,29383,139970,30,82.6,247680,Low,1
19,23693,45,206106,33898,172208,25,83.6,112159,Medium,0
51,68020,1179,306570,99316,207254,30,67.6,288520,Low,1
75,37369,530,150843,25270,125573,30,83.2,145674,Low,1
19,23942,238,165811,23262,142549,30,86.0,102636,Medium,0
20,24303,119,294221,42121,252100,30,85.7,110973,High,1
73,50278,1055,212269,33578,178691,30,84.2,171508,Medium,1
65,29987,308,120000,22120,97880,25,81.6,130302,Low,1
52,45255,292,234639,68201,166438,35,70.9,196470,Low,0
24,28357,551,206838,27189,179649,25,86.9,94690,High,0
40,38483,29,238901,50006,188895,35,79.1,181215,Low,0
43,32910,80,152296,38036,114260,25,75.0,145243,Low,1
57,35528,629,207361,62125,145236,15,70.0,191847,Low,1
20,35895,588,302153,58136,244017,25,80.8,139398,Medium,1
19,24281,158,228449,23431,205018,30,89.7,122129,High,1
71,42821,826,120000,17237,102763,30,85.6,148544,Low,1
40,68745,339,120000,23387,96613,30,80.5,283697,Low,1
68,22706,715,205710,43171,162539,25,79.0,93497,High,0
32,31350,230,141272,12384,128888,25,91.2,114230,Medium,1
55,26072,422,146681,14433,132248,25,90.2,96124,High,0
45,52820,351,191125,70658,120467,25,63.0,231281,Low,1
61,31674,566,227512,17934,209578,30,92.1,166295,High,1
24,85137,394,126360,31948,94412,25,74.7,371962,Low,1
48,37809,344,218621,61361,157260,20,71.9,188261,Low,1
51,52906,1251,145481,18170,127311,30,87.5,220539,Low,1
75,39341,289,135092,15301,119791,35,88.7,179730,Low,0
26,29385,462,254749,47681,207068,30,81.3,141298,Medium,1
40,26845,556,176452,53514,122938,30,69.7,116328,Low,1
64,33060,500,144556,31997,112559,25,77.9,136749,Low,1
56,38216,368,192053,18809,173244,30,90.2,156594,Medium,1
36,27392,426,120000,13335,106665,30,88.9,96284,Medium,0
18,35726,275,146302,46206,100096,30,68.4,138597,Low,1
39,24353,354,246645,13007,233638,25,94.7,101416,High,0
59,50290,321,253116,24375,228741,30,90.4,210260,Medium,1
23,34221,179,359439,67407,292032,25,81.2,162137,Medium,0
34,39280,396,133788,38235,95553,30,71.4,170749,Low,1
23,47652,854,177665,22031,155634,25,87.6,169504,Low,1
60,33029,657,148381,40490,107891,30,72.7,173729,Low,1
54,57947,99,345493,105156,240337,30,69.6,262105,Low,1
45,39934,170,291134,35143,255991,25,87.9,158515,Medium,0
62,32815,602,120000,20408,99592,20,83.0,139946,Low,1
40,30019,833,172198,24194,148004,25,85.9,156564,Medium,1
25,46012,717,213179,20855,192324,20,90.2,199162,Low,1
62,31599,284,162788,47407,115381,25,70.9,138602,Low,1
58,34592,626,219291,35781,183510,20,83.7,189745,Medium,1
36,58665,953,184267,25558,158709,30,86.1,264881,Low,1
45,70036,139,184141,70949,113192,25,61.5,302653,Low,1
21,45256,91,161224,11294,149930,25,93.0,207301,Low,1
46,36699,56,193377,47639,145738,30,75.4,181199,Low,1
30,28699,703,239148,56007,183141,30,76.6,120752,Medium,0
54,63187,547,120000,12696,107304,20,89.4,301790,Low,1
58,66041,236,194516,73867,120649,25,62.0,302763,Low,1
45,42687,444,207440,29411,178029,20,85.8,205553,Low,1
34,36750,782,164046,40293,123753,25,75.4,160331,Low,1
18,31618,1081,299955,22171,277784,30,92.6,154465,High,0
56,46178,549,238692,32656,206036,30,86.3,181199,Medium,0
52,34997,520,175009,22251,152758,30,87.3,147477,Medium,1
20,27417,1029,167718,40458,127260,30,75.9,85642,High,1
64,21250,187,131596,38930,92666,15,70.4,101732,Low,1
31,31887,254,136262,21735,114527,35,84.0,168280,Low,1
72,36186,216,235673,40765,194908,25,82.7,168542,Medium,1
62,48684,159,176653,34203,142450,35,80.6,243022,Low,1
33,50217,297,165706,10097,155609,20,93.9,228499,Low,1
66,46256,1173,204263,15418,188845,25,92.5,173085,High,0
20,38025,21,146318,25717,120601,25,82.4,145589,Low,1
34,25260,330,120000,17318,102682,25,85.6,120001,Low,1
75,26119,359,120000,17404,102596,20,85.5,106031,Medium,1
41,53135,1018,179451,55532,123919,35,69.1,223514,Low,1
30,42853,847,255364,35946,219418,15,85.9,198598,Medium,0
37,31628,345,188797,81954,106843,30,56.6,124031,Low,1
48,38825,349,202581,51773,150808,25,74.4,175058,Low,1
49,43722,85,301639,47878,253761,25,84.1,193616,Low,1
40,73032,274,175954,50156,125798,25,71.5,359263,Low,1
44,35478,752,285345,32583,252762,30,88.6,195434,High,1
44,29447,742,172322,24990,147332,35,85.5,129720,High,1
23,52699,158,153394,47591,105803,35,69.0,220356,Low,1
25,30964,372,172845,23615,149230,25,86.3,123701,Medium,0
67,50569,1629,241695,52229,189466,20,78.4,197058,Medium,1
23,39558,334,192271,18770,173501,30,90.2,182842,Low,1
22,46016,819,148527,38162,110365,30,74.3,199428,Low,1
50,48792,365,194770,18647,176123,30,90.4,242042,Low,1
25,42237,706,318309,48859,269450,25,84.7,193736,Medium,0
23,38610,386,303116,31987,271129,25,89.4,198829,Medium,0
53,32777,65,192571,42733,149838,20,77.8,146996,Low,1
30,29592,20,447667,71924,375743,30,83.9,144052,Medium,1
44,79285,184,169424,24876,144548,25,85.3,320093,Low,1
19,37321,355,217345,61743,155602,15,71.6,141329,Low,1
69,27085,435,274522,23255,251267,20,91.5,132604,High,0
33,41672,216,175065,18639,156426,25,89.4,139611,Medium,1
43,36351,116,211615,43290,168325,30,79.5,160887,Low,1
37,39133,1377,170435,47813,122622,20,71.9,106410,Medium,0
64,19865,824,221090,35700,185390,15,83.9,101088,High,0
58,48776,239,224557,57385,167172,15,74.4,212397,Low,1
32,65357,760,267056,102567,164489,20,61.6,294422,Low,1
41,46391,585,229324,22262,207062,25,90.3,212178,Low,1
20,35001,415,120000,22487,97513,35,81.3,158824,Low,1
48,57876,1001,173615,25309,148306,20,85.4,284602,Low,1
48,43124,418,280176,73071,207105,35,73.9,173589,Medium,1
35,31984,183,285497,29744,255753,25,89.6,121421,High,0
63,41297,736,385503,80456,305047,30,79.1,199662,High,1
64,23811,502,134720,28240,106480,30,79.0,93020,Medium,0
39,19607,344,236462,28221,208241,25,88.1,71371,High,0
38,23655,257,165762,58394,107368,25,64.8,126702,Low,1
31,45886,528,210045,43632,166413,30,79.2,189901,Low,1
52,40587,241,227528,29351,198177,25,87.1,159226,Medium,1
41,23404,315,157449,30577,126872,30,80.6,98214,Medium,0
31,40018,816,184558,53812,130746,20,70.8,130928,Low,1
49,74015,708,199883,34617,165266,25,82.7,299183,Low,1
18,45871,260,194725,37130,157595,25,80.9,207564,Low,1
32,45155,141,172351,23400,148951,25,86.4,166516,Low,1
62,49894,1290,207247,58043,149204,20,72.0,213319,Low,1
21,34688,628,219216,41141,178075,30,81.2,149882,Medium,0
70,58774,199,234132,19542,214590,20,91.7,194823,Medium,1
40,44402,1691,188930,49463,139467,30,73.8,170158,Low,1
26,46923,483,188671,26208,162463,25,86.1,193854,Low,1
35,36159,1022,209027,29862,179165,20,85.7,146224,Medium,0
51,25883,1770,144501,27006,117495,30,81.3,118181,High,0
39,54976,363,230798,40885,189913,25,82.3,196837,Low,1
50,46302,276,213923,31529,182394,25,85.3,236623,Low,1
33,37664,73,210817,28523,182294,35,86.5,163073,Low,1
47,38715,427,222747,39947,182800,20,82.1,141381,Medium,0
74,50522,523,291097,88865,202232,25,69.5,238140,Low,1
59,83874,153,187028,25738,161290,20,86.2,338046,Low,1
35,26872,535,145575,27282,118293,30,81.3,107489,Medium,1
56,35283,298,168977,49760,119217,30,70.6,192664,Low,1
22,26359,409,214331,48369,165962,35,77.4,125463,Medium,1
28,45390,479,202248,18739,183509,20,90.7,184478,Low,1
26,14000,481,212906,62853,150053,20,70.5,60543,High,0
49,81568,631,189907,45313,144594,25,76.1,324984,Low,1
67,40013,217,139858,28620,111238,30,79.5,176177,Low,1
21,31060,535,141481,14916,126565,20,89.5,154642,Low,1
66,43375,361,211267,18837,192430,25,91.1,182479,Medium,1
19,49452,285,144871,21057,123814,15,85.5,238415,Low,1
46,32885,79,172406,21653,150753,20,87.4,91911,Medium,0
19,35888,1795,146677,28665,118012,20,80.5,145778,Medium,1
20,100108,801,223056,61467,161589,30,72.4,470316,Low,1
71,29862,533,249378,40912,208466,30,83.6,139247,High,0
57,41341,1007,255347,50491,204856,30,80.2,191193,Medium,1
29,52400,523,142594,44478,98116,30,68.8,189469,Low,1
36,32312,1059,177036,56489,120547,25,68.1,143626,Low,1
25,34493,372,261179,83314,177865,30,68.1,147712,Low,1
18,19740,119,398410,89843,308567,30,77.4,74493,High,0
69,21329,429,258039,35079,222960,15,86.4,82603,High,0
23,40207,439,243104,26108,216996,30,89.3,201504,Medium,1
44,23837,950,191725,35567,156158,30,81.4,102821,High,0
47,22620,267,235421,37486,197935,30,84.1,106770,High,0
63,29626,884,220324,27708,192616,25,87.4,139504,High,1
21,27649,1245,152243,13641,138602,35,91.0,92424,High,0
64,69021,106,201361,15294,186067,15,92.4,336481,Low,1
62,77436,433,242915,53742,189173,25,77.9,260941,Low,1
47,59645,711,180466,50882,129584,25,71.8,242328,Low,1
22,32633,945,127375,25521,101854,20,80.0,131906,Low,1
42,62261,413,194115,21579,172536,30,88.9,294982,Low,1
23,24974,558,160167,27401,132766,30,82.9,81227,High,0
56,42877,359,249913,46639,203274,30,81.3,175231,Medium,1
23,42453,422,132182,21735,110447,35,83.6,213682,Low,1
60,40034,440,222020,16315,205705,15,92.7,141821,Medium,0
58,32718,650,246366,41903,204463,25,83.0,133066,High,0
23,34769,741,162339,29200,133139,35,82.0,143176,Medium,1
47,24384,570,185970,41610,144360,25,77.6,126937,Medium,0
59,42388,284,206333,40720,165613,35,80.3,221963,Low,1
38,46644,174,197522,32208,165314,25,83.7,213026,Low,0
19,48075,1611,198373,71890,126483,25,63.8,219730,Low,1
68,24459,771,166252,17011,149241,20,89.8,100609,High,0
41,44811,369,319929,48895,271034,30,84.7,188449,Medium,0
65,45078,306,211099,20731,190368,25,90.2,205787,Medium,0
26,45722,0,163024,46759,116265,25,71.3,196516,Low,1
18,63375,742,262561,40161,222400,25,84.7,204134,Low,1
31,36189,715,228423,30775,197648,35,86.5,136293,High,0
75,90809,126,363472,56093,307379,25,84.6,396488,Low,1
53,47079,570,120000,8001,111999,30,93.3,201977,Low,1
52,51938,1201,228407,51146,177261,20,77.6,178415,Low,1
58,48433,264,192650,25032,167618,30,87.0,235042,Low,1
23,62598,447,346780,68313,278467,15,80.3,257243,Low,1
24,45896,133,207402,74895,132507,30,63.9,195237,Low,1
37,42270,404,234593,34109,200484,30,85.5,195053,Low,1
44,22185,0,198297,26619,171678,30,86.6,89285,Medium,0
51,30407,244,218331,62870,155461,20,71.2,137404,Low,1
22,36139,389,161409,48934,112475,15,69.7,143394,Low,1
63,39640,459,420923,105269,315654,25,75.0,194093,Medium,1
53,42536,429,120000,30149,89851,20,74.9,206840,Low,1
40,74236,2787,203452,25272,178180,30,87.6,349849,Low,1
20,16473,123,201000,20233,180767,25,89.9,68873,High,0
42,51459,294,183488,41728,141760,25,77.3,214242,Low,1
44,24623,258,141012,35619,105393,35,74.7,73710,Medium,1
73,53807,477,135897,26320,109577,25,80.6,224693,Low,1
30,53010,923,187366,30943,156423,25,83.5,209285,Low,1
60,16703,183,134347,18571,115776,20,86.2,64938,High,0
52,58066,251,132904,36617,96287,30,72.4,267589,Low,1
20,20855,263,180295,22800,157495,25,87.4,80969,High,0
48,54424,412,230988,34460,196528,30,85.1,239230,Low,1
37,41971,390,252546,98627,153919,25,60.9,147969,Low,1
65,46568,785,204431,39803,164628,25,80.5,215503,Low,1
21,41150,243,271500,43881,227619,30,83.8,168307,Medium,0
33,18954,355,345313,63041,282272,25,81.7,89116,High,0
54,43722,663,167215,68813,98402,30,58.8,199023,Low,1
60,17569,748,295705,50691,245014,20,82.9,69839,High,1
40,40957,1281,120000,47291,72709,25,60.6,192438,Low,1
18,30065,163,281019,32117,248902,25,88.6,107726,High,0
69,48550,476,164596,29894,134702,30,81.8,230919,Low,1
70,78995,492,181685,15546,166139,25,91.4,313891,Low,1
74,33658,164,206407,36419,169988,25,82.4,111858,Medium,0
29,47837,244,195111,51870,143241,30,73.4,213056,Low,1
49,30747,315,199154,21804,177350,20,89.1,126000,Medium,0
46,37737,287,120000,18651,101349,25,84.5,156852,Low,1
59,59141,954,138121,12980,125141,30,90.6,292584,Low,1
40,27184,787,340418,57176,283242,15,83.2,99270,High,1
73,71233,656,128336,44961,83375,35,65.0,308540,Low,1
25,15899,740,135617,11486,124131,25,91.5,72477,High,0
26,52987,841,305474,23994,281480,30,92.1,219301,High,0
23,34499,738,149034,36676,112358,25,75.4,134031,Low,1
62,37912,230,260447,62439,198008,25,76.0,141072,Medium,1
24,31227,410,244060,72593,171467,25,70.3,124214,Low,1
56,63799,545,312411,80076,232335,35,74.4,268235,Low,1
56,55821,246,196491,41584,154907,15,78.8,276066,Low,1
48,51477,464,186247,11593,174654,35,93.8,233671,Low,1
72,30679,752,154248,20164,134084,30,86.9,124264,High,0
45,62840,416,310284,46205,264079,20,85.1,255315,Low,1
18,52851,693,277857,33320,244537,20,88.0,250285,Low,1
48,38363,226,314805,86928,227877,30,72.4,155857,Medium,0
52,67957,309,275313,18763,256550,20,93.2,242894,Low,0
49,45326,198,227138,35399,191739,25,84.4,146676,Medium,0
71,25046,905,167471,23462,144009,25,86.0,110641,High,0
64,45812,269,220963,61855,159108,25,72.0,165550,Low,0
36,41588,970,311761,71736,240025,30,77.0,150839,Medium,0
18,28823,117,120000,27895,92105,30,76.8,123640,Low,1
62,30596,188,358095,87733,270362,25,75.5,116980,Medium,0
50,26459,148,391426,61699,329727,35,84.2,127312,High,0
44,30976,1424,120000,26177,93823,20,78.2,132019,Low,1
74,67833,0,172126,54456,117670,25,68.4,338134,Low,1
54,63940,227,167102,46103,120999,30,72.4,213357,Low,1
55,40194,959,267796,39864,227932,30,85.1,158265,High,0
59,29856,330,181360,16743,164617,30,90.8,133981,High,0
38,31813,1550,194493,32674,161819,35,83.2,128651,High,0
44,47410,540,322930,107014,215916,25,66.9,178430,Low,1
26,43503,457,274742,36041,238701,25,86.9,200285,Medium,1
23,62022,345,229812,44637,185175,20,80.6,211738,Low,1
46,38024,419,180863,64805,116058,25,64.2,146929,Low,1
38,21983,185,222680,38803,183877,20,82.6,104054,Medium,1
75,58777,412,186552,30579,155973,30,83.6,225872,Low,1
63,57350,156,178080,24675,153405,30,86.1,265203,Low,1
27,35137,79,277536,81360,196176,30,70.7,157807,Low,0
33,42745,423,138991,11360,127631,30,91.8,201871,Low,1
54,26781,180,235780,79761,156019,20,66.2,130264,Low,1
32,27194,504,177009,25976,151033,30,85.3,121292,Medium,0
20,56873,293,336145,92312,243833,30,72.5,229334,Low,1
64,39200,974,139989,9375,130614,30,93.3,133870,High,1
70,44292,169,344752,43581,301171,15,87.4,187327,Medium,0
39,27083,349,241146,73342,167804,35,69.6,108095,Medium,0
19,42924,442,137205,29811,107394,25,78.3,205656,Low,1
44,31738,569,447245,35309,411936,30,92.1,107565,High,1
73,52278,241,163498,28689,134809,35,82.5,248232,Low,1
45,47806,169,306766,81405,225361,25,73.5,221786,Low,1
26,27781,622,163323,52124,111199,25,68.1,104682,Low,1
19,37502,184,185034,21738,163296,15,88.3,182064,Low,1
50,23674,520,192502,24268,168234,30,87.4,92577,High,0
26,16169,172,257596,31653,225943,25,87.7,61906,High,1
